,country,year,sex,Preventable mortality,Treatable mortality,potential years of life lost,median age,Bad Very Bad,Very Good Good,high bmi,smoking,binge drinking,Practising medical doctors per 100k,GDP per capita,Practising nurses and midwives per 100k,avoidable hospitalizations,HC1,HC2,HC3,HC4,HC5,HC6,HC7,year_y,y_QU1,y_QU2,y_QU3,y_QU4,y_QU5,Year_system_date,single payer system,inpatient public,outpatient public,public primary care,free hospital choice,almost free hospital choice,public provider quality reports,healthcare regulator,ce analysis
187,Lithuania,2013,M,630.27,312.41,12925.0,38.6,14.6,52.2,0.131,0.155,0.321,427.7,11850.0,785.28,322.3,361.66,22.62,55.21,37.98,225.34,9.72,13.2,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
188,Lithuania,2014,F,156.31,138.47,4019.0,45.5,20.5,40.6,0.159,0.013999999999999999,0.102,430.74,12480.0,790.9,282.8,371.7,22.66,67.66,39.95,239.84,14.18,16.61,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
189,Lithuania,2014,M,593.78,292.43,12094.0,38.8,14.3,51.1,0.131,0.155,0.321,430.74,12480.0,790.9,282.8,371.7,22.66,67.66,39.95,239.84,14.18,16.61,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
190,Lithuania,2015,F,156.39,145.36,4098.0,45.9,20.4,38.5,0.159,0.013999999999999999,0.102,433.92,12860.0,797.68,281.8,411.11,23.73,72.37,43.42,250.61,16.14,17.02,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
191,Lithuania,2015,M,595.49,309.28,11800.0,39.0,13.3,49.5,0.131,0.155,0.321,433.92,12860.0,797.68,281.8,411.11,23.73,72.37,43.42,250.61,16.14,17.02,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
192,Lithuania,2016,F,150.7,141.26,3866.0,46.2,19.0,40.0,0.159,0.013999999999999999,0.102,446.69,13560.0,802.59,274.4,454.22,23.38,75.23,45.35,269.16,18.37,14.26,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
193,Lithuania,2016,M,583.93,298.09,11613.0,39.3,13.5,49.1,0.131,0.155,0.321,446.69,13560.0,802.59,274.4,454.22,23.38,75.23,45.35,269.16,18.37,14.26,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
194,Lithuania,2017,F,144.04,127.19,3579.0,46.7,19.2,40.2,0.159,0.013999999999999999,0.102,455.63,14950.0,802.75,263.4,486.13,28.05,81.34,53.88,284.36,20.91,11.55,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
195,Lithuania,2017,M,527.56,267.43,9978.0,39.6,11.6,49.6,0.131,0.155,0.321,455.63,14950.0,802.75,263.4,486.13,28.05,81.34,53.88,284.36,20.91,11.55,2015.0,2678.2,5395.5,8944.2,13645.4,26602.9,2016,1.0,1.0,1.0,1.0,1,False,1,1,1
196,Luxembourg,2011,F,93.02,75.73,2465.0,39.7,8.7,70.2,0.128,0.040999999999999995,0.19399999999999998,277.81,83100.0,1163.51,,2560.45,262.45,1041.77,287.91,568.87,118.12,250.16,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
197,Luxembourg,2011,M,208.56,91.87,4041.0,38.3,7.1,75.1,0.15,0.068,0.295,277.81,83100.0,1163.51,,2560.45,262.45,1041.77,287.91,568.87,118.12,250.16,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
198,Luxembourg,2012,F,88.67,69.32,2113.0,39.7,8.3,72.6,0.128,0.040999999999999995,0.19399999999999998,280.63,83000.0,1228.75,195.3,2458.74,104.63,853.97,282.34,698.69,93.06,147.68,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
199,Luxembourg,2012,M,216.43,84.5,3987.0,38.5,6.4,75.2,0.15,0.068,0.295,280.63,83000.0,1228.75,195.3,2458.74,104.63,853.97,282.34,698.69,93.06,147.68,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
200,Luxembourg,2013,F,89.76,79.61,2492.0,39.7,9.5,69.9,0.128,0.040999999999999995,0.19399999999999998,283.05,85270.0,1230.12,193.8,2486.33,104.68,901.12,286.72,699.57,96.31,155.8,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
201,Luxembourg,2013,M,207.49,88.0,3670.0,38.5,7.1,73.9,0.15,0.068,0.295,283.05,85270.0,1230.12,193.8,2486.33,104.68,901.12,286.72,699.57,96.31,155.8,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
202,Luxembourg,2014,F,79.95,60.69,1987.0,39.7,9.0,71.2,0.128,0.040999999999999995,0.19399999999999998,288.14,89240.0,1231.67,202.2,2545.04,109.83,931.03,326.86,696.94,101.03,158.6,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
203,Luxembourg,2014,M,213.36,73.85,3666.0,38.6,7.5,74.6,0.15,0.068,0.295,288.14,89240.0,1231.67,202.2,2545.04,109.83,931.03,326.86,696.94,101.03,158.6,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
204,Luxembourg,2015,F,85.22,70.77,1664.0,39.8,9.5,68.6,0.128,0.040999999999999995,0.19399999999999998,290.73,91440.0,1227.17,203.3,2542.69,108.39,921.96,301.45,692.63,103.18,159.46,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
205,Luxembourg,2015,M,185.29,69.95,3642.0,38.7,7.7,72.5,0.15,0.068,0.295,290.73,91440.0,1227.17,203.3,2542.69,108.39,921.96,301.45,692.63,103.18,159.46,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
206,Luxembourg,2016,F,83.09,66.69,1962.0,39.8,11.1,66.9,0.128,0.040999999999999995,0.19399999999999998,288.45,93930.0,1207.8,,2582.7,112.22,934.25,303.72,696.5,106.45,161.51,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
207,Luxembourg,2016,M,197.33,74.79,3410.0,38.8,8.0,71.6,0.15,0.068,0.295,288.45,93930.0,1207.8,,2582.7,112.22,934.25,303.72,696.5,106.45,161.51,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
208,Luxembourg,2017,F,83.34,63.06,1902.0,39.9,9.8,69.7,0.128,0.040999999999999995,0.19399999999999998,298.49,95170.0,1208.38,,2637.2,109.83,959.69,313.04,705.09,110.57,173.8,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
209,Luxembourg,2017,M,175.85,82.36,3176.0,38.9,8.5,72.5,0.15,0.068,0.295,298.49,95170.0,1208.38,,2637.2,109.83,959.69,313.04,705.09,110.57,173.8,2015.0,25849.3,47051.5,58070.2,76374.0,131011.2,2016,1.0,0.0,0.0,0.0,1,False,0,0,0
210,Netherlands,2011,F,100.74,79.25,2589.0,41.7,6.4,73.5,0.132,0.033,,,38960.0,,,1782.5,151.07,1047.12,76.24,560.72,162.46,170.23,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
211,Netherlands,2011,M,183.49,79.22,3506.0,40.2,5.0,79.6,0.105,0.057,,,38960.0,,,1782.5,151.07,1047.12,76.24,560.72,162.46,170.23,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
212,Netherlands,2012,F,100.72,77.56,2552.0,42.0,6.4,72.1,0.132,0.033,,,38970.0,,202.1,1822.97,151.69,1152.45,76.97,531.88,161.61,167.89,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
213,Netherlands,2012,M,180.13,79.63,3538.0,40.5,5.0,79.5,0.105,0.057,,,38970.0,,202.1,1822.97,151.69,1152.45,76.97,531.88,161.61,167.89,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
214,Netherlands,2013,F,98.04,72.62,2486.0,42.4,6.2,71.5,0.132,0.033,,,39300.0,,,1873.41,156.26,1172.56,77.82,507.07,156.38,171.38,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
215,Netherlands,2013,M,176.05,75.33,3431.0,40.9,4.6,79.6,0.105,0.057,,,39300.0,,,1873.41,156.26,1172.56,77.82,507.07,156.38,171.38,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
216,Netherlands,2014,F,97.52,68.33,2406.0,42.7,5.9,74.2,0.132,0.033,,342.5,39820.0,1054.67,223.1,1896.94,163.75,1176.3,80.43,506.01,159.45,177.21,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
217,Netherlands,2014,M,167.9,68.96,3298.0,41.2,4.8,80.6,0.105,0.057,,342.5,39820.0,1054.67,223.1,1896.94,163.75,1176.3,80.43,506.01,159.45,177.21,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
218,Netherlands,2015,F,100.15,71.28,2357.0,43.0,5.8,72.6,0.132,0.033,,349.14,40730.0,1074.8,248.1,1966.92,175.26,1102.46,80.57,515.81,147.41,175.18,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
219,Netherlands,2015,M,171.23,70.26,3281.0,41.4,4.7,80.1,0.105,0.057,,349.14,40730.0,1074.8,248.1,1966.92,175.26,1102.46,80.57,515.81,147.41,175.18,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
220,Netherlands,2016,F,100.48,70.22,2434.0,43.3,5.6,73.3,0.132,0.033,,353.68,41590.0,1089.65,236.4,2025.21,186.14,1099.33,80.09,512.44,150.38,170.58,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
221,Netherlands,2016,M,168.07,67.77,3227.0,41.5,4.2,78.6,0.105,0.057,,353.68,41590.0,1089.65,236.4,2025.21,186.14,1099.33,80.09,512.44,150.38,170.58,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
222,Netherlands,2017,F,94.73,65.1,2289.0,43.4,5.3,73.3,0.132,0.033,,360.33,43090.0,1117.43,,2063.07,185.45,1140.43,80.5,509.65,145.58,168.93,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
223,Netherlands,2017,M,161.97,64.71,3226.0,41.6,3.9,79.0,0.105,0.057,,360.33,43090.0,1117.43,,2063.07,185.45,1140.43,80.5,509.65,145.58,168.93,2015.0,15352.2,24204.6,33983.4,44920.1,72190.4,2016,0.0,0.0,0.0,0.0,0,True,0,1,1
224,Norway,2011,F,95.43,66.83,2358.0,39.5,9.9,71.1,0.115,0.016,0.39399999999999996,418.81,72350.0,1693.69,,3053.18,116.32,1789.26,459.08,737.69,170.1,32.69,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
225,Norway,2011,M,193.08,85.89,4010.0,38.0,7.2,75.4,0.133,0.031,0.573,418.81,72350.0,1693.69,,3053.18,116.32,1789.26,459.08,737.69,170.1,32.69,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
226,Norway,2012,F,95.92,66.05,2209.0,39.6,6.7,77.8,0.115,0.016,0.39399999999999996,423.19,79000.0,1706.88,266.6,3273.28,130.94,1978.66,537.71,780.21,193.9,40.81,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
227,Norway,2012,M,178.58,83.74,3703.0,38.1,5.9,79.8,0.133,0.031,0.573,423.19,79000.0,1706.88,266.6,3273.28,130.94,1978.66,537.71,780.21,193.9,40.81,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
228,Norway,2013,F,98.26,63.6,2174.0,39.7,9.2,74.8,0.115,0.016,0.39399999999999996,430.62,77440.0,1721.11,266.7,3275.01,125.76,1988.62,529.54,755.06,198.18,43.6,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
229,Norway,2013,M,177.83,76.89,3369.0,38.2,6.6,77.3,0.133,0.031,0.573,430.62,77440.0,1721.11,266.7,3275.01,125.76,1988.62,529.54,755.06,198.18,43.6,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
230,Norway,2014,F,89.85,62.24,2001.0,39.8,8.0,77.0,0.115,0.016,0.39399999999999996,442.92,73180.0,1744.27,262.7,3258.08,125.19,1962.63,523.22,738.49,194.11,36.98,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
231,Norway,2014,M,167.84,71.8,3283.0,38.3,5.9,79.9,0.133,0.031,0.573,442.92,73180.0,1744.27,262.7,3258.08,125.19,1962.63,523.22,738.49,194.11,36.98,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
232,Norway,2015,F,90.42,56.47,1923.0,39.9,7.8,76.5,0.115,0.016,0.39399999999999996,440.35,66980.0,1790.08,260.8,3273.86,128.5,1887.16,516.52,739.64,202.97,39.34,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
233,Norway,2015,M,166.07,72.42,3062.0,38.4,4.9,80.3,0.133,0.031,0.573,440.35,66980.0,1790.08,260.8,3273.86,128.5,1887.16,516.52,739.64,202.97,39.34,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
234,Norway,2016,F,91.85,58.53,1987.0,40.0,9.3,75.2,0.115,0.016,0.39399999999999996,451.22,63690.0,1804.86,257.5,3230.17,135.36,1902.4,508.45,728.17,196.44,46.33,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
235,Norway,2016,M,165.97,67.57,3063.0,38.5,6.1,79.1,0.133,0.031,0.573,451.22,63690.0,1804.86,257.5,3230.17,135.36,1902.4,508.45,728.17,196.44,46.33,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
236,Norway,2017,F,88.0,57.44,1905.0,40.1,8.5,76.0,0.115,0.016,0.39399999999999996,465.85,66950.0,1822.24,243.7,3258.75,131.43,1969.31,519.22,756.75,169.16,102.32,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
237,Norway,2017,M,149.96,65.75,2922.0,38.6,6.0,78.7,0.133,0.031,0.573,465.85,66950.0,1822.24,243.7,3258.75,131.43,1969.31,519.22,756.75,169.16,102.32,,,,,,,2016,1.0,1.0,1.0,0.0,1,False,1,1,1
238,Poland,2011,F,119.63,114.28,3433.0,40.2,16.1,54.9,0.126,0.057999999999999996,0.083,221.27,9860.0,587.35,,,,,,,,,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
239,Poland,2011,M,396.56,192.44,8903.0,36.4,13.3,61.1,0.17,0.166,0.258,221.27,9860.0,587.35,,,,,,,,,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
240,Poland,2012,F,119.22,113.05,3399.0,40.5,15.8,54.5,0.126,0.057999999999999996,0.083,223.38,10070.0,,258.6,,,,,,,,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
241,Poland,2012,M,388.55,187.43,8766.0,36.8,13.2,61.6,0.17,0.166,0.258,223.38,10070.0,,258.6,,,,,,,,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
242,Poland,2013,F,117.95,110.4,3311.0,40.7,15.2,54.9,0.126,0.057999999999999996,0.083,224.09,10190.0,587.33,253.3,371.41,23.92,39.08,31.19,158.5,17.07,17.27,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
243,Poland,2013,M,373.46,181.39,8422.0,37.1,13.1,62.4,0.17,0.166,0.258,224.09,10190.0,587.33,253.3,371.41,23.92,39.08,31.19,158.5,17.07,17.27,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
244,Poland,2014,F,114.65,101.85,3215.0,41.0,14.8,55.3,0.126,0.057999999999999996,0.083,230.68,10630.0,582.9,241.9,382.55,24.65,38.56,31.94,161.25,18.28,15.45,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
245,Poland,2014,M,352.93,166.73,7940.0,37.5,12.3,61.6,0.17,0.166,0.258,230.68,10630.0,582.9,241.9,382.55,24.65,38.56,31.94,161.25,18.28,15.45,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
246,Poland,2015,F,112.54,101.23,3137.0,41.4,15.2,54.9,0.126,0.057999999999999996,0.083,232.81,11190.0,578.75,242.6,414.78,25.64,41.99,33.6,168.1,19.26,11.82,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
247,Poland,2015,M,348.67,167.77,7997.0,37.9,13.0,61.5,0.17,0.166,0.258,232.81,11190.0,578.75,242.6,414.78,25.64,41.99,33.6,168.1,19.26,11.82,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
248,Poland,2016,F,110.87,101.01,3063.0,41.7,14.8,55.6,0.126,0.057999999999999996,0.083,241.58,11110.0,576.04,235.9,419.1,25.16,42.46,35.13,169.44,22.74,14.58,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
249,Poland,2016,M,343.9,164.61,7834.0,38.2,12.2,62.0,0.17,0.166,0.258,241.58,11110.0,576.04,235.9,419.1,25.16,42.46,35.13,169.44,22.74,14.58,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
250,Poland,2017,F,114.72,101.73,3078.0,42.0,14.5,56.1,0.126,0.057999999999999996,0.083,237.75,12170.0,569.96,,469.84,38.87,48.74,29.96,183.03,19.22,14.39,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
251,Poland,2017,M,340.65,168.44,7741.0,38.6,12.4,62.3,0.17,0.166,0.258,237.75,12170.0,569.96,,469.84,38.87,48.74,29.96,183.03,19.22,14.39,2015.0,4614.5,8014.8,10857.3,14465.7,22984.3,2016,1.0,1.0,1.0,0.0,1,False,0,1,1
252,Portugal,2011,F,70.03,80.66,2382.0,43.3,21.0,44.6,0.16,0.032,0.035,,16680.0,,,946.38,65.4,31.03,124.96,354.93,34.07,31.89,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
253,Portugal,2011,M,240.39,111.68,5533.0,40.1,14.7,55.3,0.142,0.11599999999999999,0.158,,16680.0,,,946.38,65.4,31.03,124.96,354.93,34.07,31.89,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
254,Portugal,2012,F,65.44,78.83,2374.0,43.7,21.5,42.9,0.16,0.032,0.035,,16010.0,,,913.04,60.5,33.22,119.44,309.46,30.06,29.88,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
255,Portugal,2012,M,232.96,110.35,5292.0,40.6,14.5,54.1,0.142,0.11599999999999999,0.158,,16010.0,,,913.04,60.5,33.22,119.44,309.46,30.06,29.88,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
256,Portugal,2013,F,64.6,75.15,2225.0,44.1,22.2,41.5,0.16,0.032,0.035,,16300.0,,88.5,916.99,61.07,34.85,117.96,291.34,26.28,29.84,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
257,Portugal,2013,M,229.47,107.99,5166.0,41.1,14.4,51.5,0.142,0.11599999999999999,0.158,,16300.0,,88.5,916.99,61.07,34.85,117.96,291.34,26.28,29.84,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
258,Portugal,2014,F,66.01,72.73,2151.0,44.6,21.6,42.0,0.16,0.032,0.035,,16640.0,,,930.65,62.23,38.16,120.46,292.01,26.87,29.39,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
259,Portugal,2014,M,233.88,108.67,4991.0,41.5,14.5,50.6,0.142,0.11599999999999999,0.158,,16640.0,,,930.65,62.23,38.16,120.46,292.01,26.87,29.39,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
260,Portugal,2015,F,67.78,71.58,2177.0,45.1,20.9,42.0,0.16,0.032,0.035,,17350.0,,74.4,958.97,65.06,40.46,129.11,304.96,27.52,29.64,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
261,Portugal,2015,M,227.5,105.11,4737.0,41.9,14.5,51.5,0.142,0.11599999999999999,0.158,,17350.0,,74.4,958.97,65.06,40.46,129.11,304.96,27.52,29.64,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
262,Portugal,2016,F,63.86,74.66,2150.0,45.5,18.8,43.3,0.16,0.032,0.035,,18060.0,,,1017.82,76.14,82.55,129.84,332.19,29.02,31.86,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
263,Portugal,2016,M,229.22,105.66,4763.0,42.4,12.7,52.6,0.142,0.11599999999999999,0.158,,18060.0,,,1017.82,76.14,82.55,129.84,332.19,29.02,31.86,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
264,Portugal,2017,F,63.72,71.14,2166.0,45.9,18.0,44.4,0.16,0.032,0.035,,19020.0,,89.8,1068.14,78.77,86.25,133.86,342.46,30.17,33.4,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
265,Portugal,2017,M,224.43,99.28,4696.0,42.8,12.2,54.0,0.142,0.11599999999999999,0.158,,19020.0,,89.8,1068.14,78.77,86.25,133.86,342.46,30.17,33.4,2015.0,6205.9,10707.3,15078.2,20649.1,37713.8,2016,1.0,1.0,1.0,1.0,0,False,1,1,1
266,Slovenia,2011,F,101.73,81.06,2399.0,43.5,14.7,57.6,0.153,0.040999999999999995,0.107,249.46,18050.0,838.54,,,,,,,,,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
267,Slovenia,2011,M,324.39,122.75,5140.0,40.0,11.8,63.5,0.193,0.115,0.255,249.46,18050.0,838.54,,,,,,,,,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
268,Slovenia,2012,F,102.52,78.11,2262.0,43.8,13.9,59.8,0.153,0.040999999999999995,0.107,254.14,17630.0,822.01,145.7,,,,,,,,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
269,Slovenia,2012,M,311.21,112.49,4823.0,40.3,10.9,66.6,0.193,0.115,0.255,254.14,17630.0,822.01,145.7,,,,,,,,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
270,Slovenia,2013,F,97.81,74.53,2289.0,44.0,11.5,61.8,0.153,0.040999999999999995,0.107,262.92,17700.0,837.74,145.9,,,,,,,,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
271,Slovenia,2013,M,307.89,117.81,4898.0,40.6,9.8,67.9,0.193,0.115,0.255,262.92,17700.0,837.74,145.9,,,,,,,,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
272,Slovenia,2014,F,92.31,73.17,2048.0,44.3,12.3,61.6,0.153,0.040999999999999995,0.107,277.02,18250.0,862.76,141.7,845.16,31.06,159.06,54.05,351.06,47.25,64.1,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
273,Slovenia,2014,M,290.42,107.5,4298.0,41.0,9.7,68.1,0.193,0.115,0.255,277.02,18250.0,862.76,141.7,845.16,31.06,159.06,54.05,351.06,47.25,64.1,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
274,Slovenia,2015,F,95.53,76.21,2106.0,44.5,13.2,61.7,0.153,0.040999999999999995,0.107,282.53,18830.0,885.71,146.1,888.92,36.7,158.6,58.84,358.34,46.06,56.2,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
275,Slovenia,2015,M,295.11,110.4,4617.0,41.3,10.0,68.0,0.193,0.115,0.255,282.53,18830.0,885.71,146.1,888.92,36.7,158.6,58.84,358.34,46.06,56.2,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
276,Slovenia,2016,F,86.03,65.88,1992.0,44.8,11.1,61.0,0.153,0.040999999999999995,0.107,301.4,19590.0,974.02,131.5,929.47,39.41,162.28,59.43,372.39,49.79,47.62,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
277,Slovenia,2016,M,287.53,94.8,4276.0,41.7,8.7,68.2,0.193,0.115,0.255,301.4,19590.0,974.02,131.5,929.47,39.41,162.28,59.43,372.39,49.79,47.62,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
278,Slovenia,2017,F,96.58,66.36,2129.0,45.1,10.6,62.1,0.153,0.040999999999999995,0.107,310.11,20820.0,1002.28,128.0,948.37,42.21,166.15,57.48,383.53,51.38,54.53,2015.0,7877.5,14305.4,20553.2,26351.4,39314.2,2016,1.0,1.0,1.0,1.0,1,False,0,1,1
